Host_Arrival_NS,Gateway_Ingress_NS,Latency_US
1764346310501633900,1764346310499220004,2413.9
1764346310503723164,1764346310501213982,2509.18
1764346310505814886,1764346310503549413,2265.47
1764346310508095945,1764346310505524643,2571.3
1764346310510083292,1764346310508735455,1347.84
1764346310512315292,1764346310509720820,2594.47
1764346310514454555,1764346310512123992,2330.56
1764346310516642512,1764346310514098473,2544.04
1764346310518712575,1764346310516515893,2196.68
1764346310520901601,1764346310518717842,2183.76
1764346310523045557,1764346310520655077,2390.48
1764346310525142994,1764346310522606811,2536.18
1764346310527085694,1764346310524988236,2097.46
1764346310529334315,1764346310528728975,605.34
1764346310531445388,1764346310528990939,2454.45
1764346310533649864,1764346310531161893,2487.97
1764346310535776561,1764346310533161620,2614.94
1764346310537738147,1764346310535528047,2210.1
1764346310539969471,1764346310538723110,1246.36
1764346310542167984,1764346310539709476,2458.51
1764346310544097416,1764346310541676457,2420.96
1764346310546288315,1764346310544038635,2249.68
1764346310548389061,1764346310546015615,2373.45
1764346310550747500,1764346310548722745,2024.76
1764346310552840287,1764346310550187795,2652.49
1764346310554898733,1764346310552597466,2301.27
1764346310556999689,1764346310554589694,2409.99
1764346310559128400,1764346310556934624,2193.78
1764346310561259130,1764346310558737877,2521.25
1764346310563326679,1764346310561118552,2208.13
1764346310565667862,1764346310563042290,2625.57
1764346310567750746,1764346310565440212,2310.53
1764346310569778159,1764346310568717265,1060.89
1764346310572013409,1764346310569435917,2577.49
1764346310574053994,1764346310571666112,2387.88
1764346310576172366,1764346310573628344,2544.02
1764346310578179372,1764346310575984273,2195.1
1764346310580423537,1764346310578714900,1708.64
1764346310582634129,1764346310580163952,2470.18
1764346310584843911,1764346310582163929,2679.98
1764346310586836035,1764346310584485612,2350.42
1764346310589088218,1764346310586453593,2634.62
1764346310591233261,1764346310588722533,2510.73
1764346310593265776,1764346310590665518,2600.26
1764346310595292734,1764346310593079938,2212.8
1764346310597475052,1764346310595041920,2433.13
1764346310599813655,1764346310598711169,1102.49
1764346310601849950,1764346310599183105,2666.84
1764346310603825358,1764346310601640019,2185.34
1764346310606075532,1764346310603602252,2473.28
1764346310608112918,1764346310605557485,2555.43
1764346310610343815,1764346310608722052,1621.76
1764346310612403117,1764346310610144358,2258.76
1764346310614455319,1764346310612109840,2345.48
1764346310616716358,1764346310614090319,2626.04
1764346310618789536,1764346310616475744,2313.79
1764346310621007100,1764346310618697690,2309.41
1764346310622947357,1764346310620659672,2287.68
1764346310625041981,1764346310622599907,2442.07
1764346310627329617,1764346310624957336,2372.28
1764346310629367677,1764346310628696075,671.602
1764346310631696826,1764346310628985036,2711.79
1764346310633778929,1764346310631118744,2660.18
1764346310635899117,1764346310633549662,2349.45
1764346310637970998,1764346310635518643,2452.36
1764346310640156715,1764346310638698709,1458.01
1764346310642342421,1764346310639710321,2632.1
1764346310644427912,1764346310642085247,2342.66
1764346310646452405,1764346310644025982,2426.42
1764346310648592646,1764346310646045206,2547.44
1764346310650825189,1764346310648707093,2118.1
1764346310652923915,1764346310650645578,2278.34
1764346310655174006,1764346310652599311,2574.7
1764346310657237853,1764346310654559794,2678.06
1764346310659259846,1764346310658689980,569.866
1764346310661469291,1764346310658957443,2511.85
1764346310663476235,1764346310661088652,2387.58
1764346310665564947,1764346310663070381,2494.57
1764346310667756872,1764346310665415561,2341.31
1764346310669908258,1764346310668696363,1211.89
1764346310671990246,1764346310669479006,2511.24
1764346310674091162,1764346310671666958,2424.2
1764346310676104203,1764346310674054632,2049.57
1764346310678395008,1764346310676007365,2387.64
1764346310680531341,1764346310678696748,1834.59
1764346310682720322,1764346310680148300,2572.02
1764346310684925228,1764346310682531224,2394
1764346310686928913,1764346310684449712,2479.2
1764346310689080034,1764346310686867632,2212.4
1764346310691234948,1764346310689056333,2178.61
1764346310693276876,1764346310690992569,2284.31
1764346310695402250,1764346310692951551,2450.7
1764346310697575268,1764346310695352723,2222.55
1764346310699795964,1764346310698694267,1101.7
1764346310701907231,1764346310699444915,2462.32
1764346310703978984,1764346310701608869,2370.11
1764346310706171435,1764346310703558603,2612.83
1764346310708322602,1764346310705964025,2358.58
1764346310710371500,1764346310708692152,1679.35
1764346310712379006,1764346310710116208,2262.8
1764346310714592768,1764346310712070191,2522.58
1764346310716755319,1764346310714495360,2259.96
1764346310718868723,1764346310716467340,2401.38
1764346310720988086,1764346310718694536,2293.55
1764346310723187267,1764346310720651519,2535.75
1764346310725219412,1764346310723026445,2192.97
1764346310727426535,1764346310724969430,2457.11
1764346310729521061,1764346310728691421,829.64
1764346310731647237,1764346310729170606,2476.63
1764346310733771846,1764346310731610773,2161.07
1764346310735900778,1764346310733549008,2351.77
1764346310738188949,1764346310735498242,2690.71
1764346310740246109,1764346310739122247,1123.86
1764346310742291673,1764346310739858396,2433.28
1764346310744402647,1764346310742041848,2360.8
1764346310746536539,1764346310744001081,2535.46
1764346310748664170,1764346310746419751,2244.42
1764346310750973861,1764346310748691190,2282.67
1764346310752984290,1764346310750630176,2354.11
1764346310755132167,1764346310752597157,2535.01
1764346310757272317,1764346310754993830,2278.49
1764346310759268126,1764346310758691325,576.801
1764346310761458165,1764346310758947540,2510.62
1764346310763591878,1764346310761113244,2478.63
1764346310765758765,1764346310763494419,2264.35
1764346310767815421,1764346310765441903,2373.52
1764346310769981620,1764346310768689960,1291.66
1764346310772161078,1764346310769668576,2492.5
1764346310774318383,1764346310772045502,2272.88
1764346310776381488,1764346310774004234,2377.25
1764346310778482112,1764346310775973715,2508.4
1764346310780760906,1764346310778690094,2070.81
1764346310782778112,1764346310780628830,2149.28
1764346310784929307,1764346310782548067,2381.24
1764346310787109391,1764346310784480554,2628.84
1764346310789112998,1764346310786891724,2221.27
1764346310791472418,1764346310789067927,2404.49
1764346310793417285,1764346310791018161,2399.12
1764346310795593628,1764346310792997891,2595.74
1764346310797708370,1764346310795395313,2313.06
1764346310799887529,1764346310798688614,1198.91
1764346310801954922,1764346310799386768,2568.15
1764346310804066096,1764346310801606215,2459.88
1764346310806189208,1764346310804004888,2184.32
1764346310808497440,1764346310805969869,2527.57
1764346310810509468,1764346310808688248,1821.22
1764346310812734331,1764346310810110554,2623.78
1764346310814716381,1764346310812512976,2203.41
1764346310816809391,1764346310814468709,2340.68
1764346310818979471,1764346310816424942,2554.53
1764346310821122299,1764346310818718629,2403.67
1764346310823338632,1764346310820682610,2656.02
1764346310825387408,1764346310823034789,2352.62
1764346310827483015,1764346310824982523,2500.49
1764346310829650588,1764346310828682768,967.82
1764346310831763917,1764346310829213196,2550.72
1764346310833950302,1764346310831579123,2371.18
1764346310836082388,1764346310833510859,2571.53
1764346310838231279,1764346310835922030,2309.25
1764346310840196147,1764346310839296569,899.578
1764346310842492846,1764346310839842994,2649.85
1764346310844470248,1764346310842207921,2262.33
1764346310846680515,1764346310844179652,2500.86
1764346310848844039,1764346310846599322,2244.72
1764346310851032263,1764346310848743779,2288.48
1764346310853141507,1764346310850700762,2440.74
1764346310855345885,1764346310852644246,2701.64
1764346310857403315,1764346310855015672,2387.64
1764346310859506218,1764346310858680922,825.296
1764346310861533345,1764346310859160107,2373.24
1764346310863633973,1764346310861597024,2036.95
1764346310865767110,1764346310863515512,2251.6
1764346310867964631,1764346310865443998,2520.63
1764346310870231269,1764346310868677557,1553.71
1764346310872308701,1764346310869696668,2612.03
1764346310874281106,1764346310872048097,2233.01
1764346310876478361,1764346310874031076,2447.28
1764346310878629558,1764346310876421750,2207.81
1764346310880899633,1764346310878698939,2200.69
1764346310882913444,1764346310880653422,2260.02
1764346310885001023,1764346310882590907,2410.12
1764346310887248336,1764346310884958334,2290
1764346310889306013,1764346310886913567,2392.45
1764346310891571216,1764346310889099269,2471.95
1764346310893571753,1764346310891055001,2516.75
1764346310895718530,1764346310893449425,2269.11
1764346310897779918,1764346310895411407,2368.51
1764346310900097603,1764346310898669962,1427.64
1764346310902160883,1764346310899656577,2504.31
1764346310904291221,1764346310901645555,2645.67
1764346310906406730,1764346310903991985,2414.74
1764346310908500375,1764346310905952717,2547.66
1764346310910717858,1764346310908668346,2049.51
1764346310912807333,1764346310910593834,2213.5
1764346310914910819,1764346310912495324,2415.49
1764346310917087974,1764346310914451807,2636.17
1764346310919218297,1764346310916884725,2333.57
1764346310921399716,1764346310918700977,2698.74
1764346310923528685,1764346310921079652,2449.03
1764346310925663519,1764346310923058382,2605.14
1764346310927723284,1764346310925439806,2283.48
1764346310929894932,1764346310929066311,828.621
1764346310932057101,1764346310929344023,2713.08
1764346310934051059,1764346310931506478,2544.58
1764346310936139705,1764346310933900901,2238.8
1764346310938275888,1764346310935866383,2409.51
1764346310940390351,1764346310938978708,1411.64
1764346310942697449,1764346310940019316,2678.13
1764346310944769319,1764346310942385493,2383.83
1764346310946852701,1764346310944285733,2566.97
1764346310948945044,1764346310946732649,2212.39
1764346310951220512,1764346310948915101,2305.41
1764346310953152725,1764346310950857086,2295.64
1764346310955385717,1764346310952828067,2557.65
1764346310957556281,1764346310955242737,2313.54
1764346310959733815,1764346310958866742,867.073
1764346310961825673,1764346310959192198,2633.47
1764346310963815341,1764346310961316658,2498.68
1764346310965927180,1764346310963705831,2221.35
1764346310968083091,1764346310965710058,2373.03
1764346310970340701,1764346310968834381,1506.32
1764346310972463095,1764346310969834745,2628.35
1764346310974603259,1764346310972234667,2368.59
1764346310976767412,1764346310974186650,2580.76
1764346310978812201,1764346310976576074,2236.13
1764346310980876078,1764346310978836765,2039.31
1764346310982999215,1764346310980735756,2263.46
1764346310985192664,1764346310982706737,2485.93
1764346310987336719,1764346310984731960,2604.76
1764346310989416193,1764346310988835150,581.043
1764346310991763338,1764346310989117612,2645.73
1764346310993697875,1764346310991276067,2421.81
1764346310995749492,1764346310993255047,2494.45
1764346310997863023,1764346310995629472,2233.55
1764346311000156416,1764346310998830285,1326.13
1764346311002218912,1764346310999640175,2578.74
1764346311004296113,1764346311001774133,2521.98
1764346311006490119,1764346311004188804,2301.32
1764346311008714767,1764346311006149036,2565.73
1764346311010807710,1764346311008828670,1979.04
1764346311012822407,1764346311010318717,2503.69
1764346311014951334,1764346311012712390,2238.94
1764346311017187061,1764346311014697619,2489.44
1764346311019232352,1764346311017073044,2159.31
1764346311021508675,1764346311018848552,2660.12
1764346311023627257,1764346311021257723,2369.53
1764346311025758465,1764346311023219705,2538.76
1764346311027718409,1764346311025231430,2486.98
1764346311029904419,1764346311028844437,1059.98
1764346311032030780,1764346311029579337,2451.44
1764346311034129465,1764346311031760039,2369.43
1764346311036292103,1764346311033741268,2550.84
1764346311038573235,1764346311036120444,2452.79
1764346311040774837,1764346311038821825,1953.01
1764346311042787750,1764346311040313871,2473.88
1764346311044898226,1764346311042291851,2606.38
1764346311046886943,1764346311044681025,2205.92
1764346311049025607,1764346311046669753,2355.85
1764346311051189190,1764346311048845956,2343.23
1764346311053349295,1764346311050823686,2525.61
1764346311055582461,1764346311053203861,2378.6
1764346311057782484,1764346311055177841,2604.64
1764346311059775427,1764346311058822344,953.083
1764346311061964261,1764346311059337273,2626.99
1764346311063997081,1764346311061705450,2291.63
1764346311066230801,1764346311063696928,2533.87
1764346311068359639,1764346311066076103,2283.54
1764346311070547427,1764346311068820729,1726.7
1764346311072667514,1764346311070274780,2392.73
1764346311074704775,1764346311072252760,2452.01
1764346311076870537,1764346311074677429,2193.11
1764346311079022520,1764346311076588918,2433.6
1764346311081204128,1764346311078822113,2382.01
1764346311083267175,1764346311080766097,2501.08
1764346311085376781,1764346311083179018,2197.76
1764346311087518111,1764346311085117003,2401.11
1764346311089724471,1764346311088768755,955.716
1764346311091803303,1764346311089286434,2516.87
1764346311093838568,1764346311091679857,2158.71
1764346311096054954,1764346311093625592,2429.36
1764346311098132858,1764346311095573576,2559.28
